case_id,output_type,status,reason,shape,signed_min,signed_max,abs_max,signed_mean,positive_sum,negative_sum,peak_index
CASE_T2B_002,SPLICE_SITES,success,,1048576x4,-0.0078125,0.01171875,0.01171875,3.302240378583524e-08,1.6231509827157424,-1.4846449824271986,947785|2
CASE_T2B_002,PROCAP,success,,1048576x2,-64.0,6.0,64.0,-5.1789947546898585e-05,354.15349881211296,-462.7648908899864,1039332|0
CASE_T2B_003,ATAC,not_available_for_selected_cells,no_vwf_relevant_biosample_track,,,,,,,,
CASE_T2B_003,CONTACT_MAPS,not_available_for_selected_cells,no_vwf_relevant_biosample_track,,,,,,,,
CASE_T2B_003,CAGE,success,,1048576x18,-96.0,96.0,96.0,-5.019389780644732e-05,3313.4867017903744,-4260.864800343654,1039313|6
CASE_T2B_003,DNASE,success,,1048576x8,-0.75,1.5,1.5,1.979906368338222e-05,1011.2309712836676,-845.1443872767379,841557|6
CASE_T2B_003,RNA_SEQ,success,,1048576x27,-10.0,10.0,10.0,1.2528321670778897e-05,6115.7637874580105,-5761.067557003027,1041295|26
CASE_T2B_003,SPLICE_SITE_USAGE,success,,1048576x26,-0.0078125,0.009765625,0.009765625,3.121348397973306e-08,2.746436684292489,-1.895464219676642,953438|17
CASE_T2B_003,SPLICE_JUNCTIONS,success,,13329x13,-0.0474729537963867,0.0472776889801025,0.0474729537963867,-1.2322147344383964e-05,16.554396189215822,-18.68954091460864,3357|9
CASE_T2B_003,CHIP_HISTONE,success,,8192x12,-384.0,384.0,384.0,0.0301955292622248,12954.70263671875,-9986.361328125,6611|11
CASE_T2B_003,CHIP_TF,success,,8192x10,-48.0,320.0,320.0,0.0123639106750488,6038.7890625,-5025.9375,3856|9
CASE_T2B_003,SPLICE_SITES,success,,1048576x4,-0.0078125,0.01171875,0.01171875,3.148021948803578e-08,1.5994090985623188,-1.4673714880427724,524178|2
CASE_T2B_003,PROCAP,success,,1048576x2,-48.0,3.0,48.0,-1.8044439232929588e-05,352.18990099508665,-390.0318328213034,1039315|0
CASE_T2B_004,ATAC,not_available_for_selected_cells,no_vwf_relevant_biosample_track,,,,,,,,
CASE_T2B_004,CONTACT_MAPS,not_available_for_selected_cells,no_vwf_relevant_biosample_track,,,,,,,,
CASE_T2B_004,CAGE,success,,1048576x18,-320.0,512.0,512.0,0.000181913264431,8190.951397432604,-4757.453500480551,1039308|4
CASE_T2B_004,DNASE,success,,1048576x8,-1.0,0.625,1.0,1.4645450052255289e-06,946.3430728190322,-934.0575788718372,998763|7
CASE_T2B_004,RNA_SEQ,success,,1048576x27,-10.0,10.0,10.0,9.665355365002312e-05,8053.259501250917,-5316.847391103496,1041570|26
CASE_T2B_004,SPLICE_SITE_USAGE,success,,1048576x26,-0.0078125,0.0078125,0.0078125,-1.5993898208232672e-08,2.055515440999246,-2.491556703996737,80625|15
CASE_T2B_004,SPLICE_JUNCTIONS,success,,12606x13,-0.0521936416625976,0.0533075332641601,0.0533075332641601,-6.327135477075822e-05,15.820320055936463,-26.18910313305878,2177|12
CASE_T2B_004,CHIP_HISTONE,success,,8192x12,-512.0,384.0,512.0,0.0196857055028279,12498.03515625,-10562.8515625,6615|11
CASE_T2B_004,CHIP_TF,success,,8192x10,-48.0,64.0,64.0,0.0130640476942062,5807.6689453125,-4737.462158203125,4258|1
CASE_T2B_004,SPLICE_SITES,success,,1048576x4,-0.01171875,0.009765625,0.01171875,-6.209430060410971e-09,1.5686294580318645,-1.5946736953719665,1041580|1
CASE_T2B_004,PROCAP,success,,1048576x2,-32.0,16.0,32.0,2.213541683074305e-07,364.8775074862351,-364.41329414946085,1039311|0
CASE_T2B_005_VARIANT_1,ATAC,not_available_for_selected_cells,no_vwf_relevant_biosample_track,,,,,,,,
CASE_T2B_005_VARIANT_1,CONTACT_MAPS,not_available_for_selected_cells,no_vwf_relevant_biosample_track,,,,,,,,
CASE_T2B_005_VARIANT_1,CAGE,success,,1048576x18,-128.0,256.0,256.0,7.783201893406949e-05,4856.240630602057,-3387.2104630574613,1039771|8
CASE_T2B_005_VARIANT_1,DNASE,success,,1048576x8,-1.25,0.75,1.25,-6.297348632320273e-06,879.914044921657,-932.740034037528,976270|5
CASE_T2B_005_VARIANT_1,RNA_SEQ,success,,1048576x27,-12.0,8.0,12.0,2.9034393688536832e-05,6411.875582610902,-5589.86683590942,1043160|4
CASE_T2B_005_VARIANT_1,SPLICE_SITE_USAGE,success,,1048576x26,-0.0078125,0.0078125,0.0078125,-1.0847184433942113e-08,1.9682079623869848,-2.263934491277122,68819|13
CASE_T2B_005_VARIANT_1,SPLICE_JUNCTIONS,success,,13342x13,-0.0401573181152343,0.0435404777526855,0.0435404777526855,5.225333267872471e-05,21.87060704959822,-12.807475509804137,4050|9
CASE_T2B_005_VARIANT_1,CHIP_HISTONE,success,,8192x12,-96.0,320.0,320.0,-0.0006994803746541,10790.48046875,-10859.2421875,5514|11
CASE_T2B_005_VARIANT_1,CHIP_TF,success,,8192x10,-64.0,96.0,96.0,-0.0015056014060974,5462.3173828125,-5585.65625,4246|1
CASE_T2B_005_VARIANT_1,SPLICE_SITES,success,,1048576x4,-0.025390625,0.009765625,0.025390625,-7.410547503330228e-09,1.464834174279531,-1.495916263314939,1043353|1
CASE_T2B_005_VARIANT_1,PROCAP,success,,1048576x2,-24.0,48.0,48.0,2.822405651486948e-05,409.56268555670977,-350.3725489884382,1039768|0
CASE_T2B_005_VARIANT_2_BENIGN,ATAC,not_available_for_selected_cells,no_vwf_relevant_biosample_track,,,,,,,,
CASE_T2B_005_VARIANT_2_BENIGN,CONTACT_MAPS,not_available_for_selected_cells,no_vwf_relevant_biosample_track,,,,,,,,
CASE_T2B_005_VARIANT_2_BENIGN,CAGE,success,,1048576x18,-40.0,20.0,40.0,-4.584521404958322e-05,2598.3857833630755,-3463.6852243736794,1041346|16
CASE_T2B_005_VARIANT_2_BENIGN,DNASE,success,,1048576x8,-0.625,0.75,0.75,-1.2107127504315714e-05,829.3643478539767,-930.9262944936996,293563|6
CASE_T2B_005_VARIANT_2_BENIGN,RNA_SEQ,success,,1048576x27,-0.75,0.75,0.75,-9.141153779215994e-05,2690.7001103901607,-5278.702615992862,783601|26
CASE_T2B_005_VARIANT_2_BENIGN,SPLICE_SITE_USAGE,success,,1048576x26,-0.0078125,0.0078125,0.0078125,9.650153203376203e-09,2.225315808627784,-1.962223913447815,111652|14
CASE_T2B_005_VARIANT_2_BENIGN,SPLICE_JUNCTIONS,success,,12810x13,-0.0633811950683593,0.0361967086791992,0.0633811950683593,-7.179031096787283e-05,13.83318035062166,-25.788420836101523,45|9
CASE_T2B_005_VARIANT_2_BENIGN,CHIP_HISTONE,success,,8192x12,-128.0,64.0,128.0,-0.0383739471435546,8417.3828125,-12189.6953125,5851|11
CASE_T2B_005_VARIANT_2_BENIGN,CHIP_TF,success,,8192x10,-160.0,320.0,320.0,-0.0157130718231201,4785.515625,-6072.73046875,5812|9
CASE_T2B_005_VARIANT_2_BENIGN,SPLICE_SITES,success,,1048576x4,-0.013671875,0.0078125,0.013671875,-3.715058727229298e-09,1.252317556662092,-1.2678996423419449,524756|2
CASE_T2B_005_VARIANT_2_BENIGN,PROCAP,success,,1048576x2,-4.0,24.0,24.0,-9.943698135589374e-06,320.12527898020926,-340.9787254126568,1018758|1
CASE_T2B_006,ATAC,not_available_for_selected_cells,no_vwf_relevant_biosample_track,,,,,,,,
CASE_T2B_006,CONTACT_MAPS,not_available_for_selected_cells,no_vwf_relevant_biosample_track,,,,,,,,
CASE_T2B_006,CAGE,success,,1048576x18,-512.0,256.0,512.0,-7.768248783586297e-05,4381.3874922979885,-5847.59535486759,1039407|6
CASE_T2B_006,DNASE,success,,1048576x8,-0.75,0.75,0.75,5.786826513731744e-06,948.2367613459268,-899.6933421582244,841282|6
CASE_T2B_006,RNA_SEQ,success,,1048576x27,-10.0,8.0,10.0,-8.406002562792694e-05,4577.485629741891,-6957.355416428279,1041677|26
CASE_T2B_006,SPLICE_SITE_USAGE,success,,1048576x26,-0.009765625,0.0078125,0.009765625,2.5889742523807083e-08,2.784376776316713,-2.0785453472439817,999006|0
CASE_T2B_006,SPLICE_JUNCTIONS,success,,13232x13,-0.0457396507263183,0.0859451293945312,0.0859451293945312,2.4791252650471647e-05,19.867239055412934,-15.602746939489409,10588|8
CASE_T2B_006,CHIP_HISTONE,success,,8192x12,-192.0,384.0,384.0,-0.0020999709765116,10791.251953125,-10997.6875,7620|11
CASE_T2B_006,CHIP_TF,success,,8192x10,-48.0,64.0,64.0,0.0040482521057128,5463.0390625,-5131.40625,4244|9
CASE_T2B_006,SPLICE_SITES,success,,1048576x4,-0.0263671875,0.0078125,0.0263671875,-2.5540026701159624e-08,1.4338211868125654,-1.540943822965346,524270|2
CASE_T2B_006,PROCAP,success,,1048576x2,-16.0,8.0,16.0,-1.1644324626886029e-06,359.7071513764968,-362.1491432444891,1039407|0
